,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri,bestsellers_date,display_name,list_name,list_name_encoded,published_date,updated
216,7,8,129,0,0,0735219095,9780735219090,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",0.00,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,https://storage.googleapis.com/du-prd/books/images/9780735219090.jpg,328,495,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0735219095', 'isbn13': '9780735219090'}, {'isbn10': '0735219117', 'isbn13': '9780735219113'}, {'isbn10': '0525640371', 'isbn13': '9780525640370'}, {'isbn10': '0593105419', 'isbn13': '9780593105412'}, {'isbn10': '0593187989', 'isbn13': '9780593187982'}, {'isbn10': '0525640363', 'isbn13': '9780525640363'}, {'isbn10': '0735219109', 'isbn13': '9780735219106'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=WHERE+THE+CRAWDADS+SING&author=Delia+Owens'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780735219090'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FWHERE%252BTHE%252BCRAWDADS%252BSING%252FDelia%252BOwens%252F9780735219090&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DWHERE%252BTHE%252BCRAWDADS%252BSING%252BDelia%252BOwens'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780735219090&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DWHERE%2BTHE%2BCRAWDADS%2BSING'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780735219090%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DWHERE%2BTHE%2BCRAWDADS%2BSING%2BDelia%2BOwens%26aff%3DNYT'}]",nyt://book/053b4109-4555-5aa1-9b39-cc40549bcdf0,2021-02-20,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-03-07,WEEKLY
217,8,7,4,0,0,0316420387,9780316420389,"Little, Brown",The 13th book in the Michael Bennett series. An assassin killing a number of women might disrupt the detective’s wedding plans.,0.00,THE RUSSIAN,James Patterson and James O. Born,by James Patterson and James O. Born,,https://storage.googleapis.com/du-prd/books/images/9780316420389.jpg,322,500,https://www.amazon.com/dp/0316420387?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0316420387', 'isbn13': '9780316420389'}, {'isbn10': '0316430242', 'isbn13': '9780316430241'}, {'isbn10': '0316430277', 'isbn13': '9780316430272'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0316420387?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+RUSSIAN&author=James+Patterson+and+James+O.+Born'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316420389'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BRUSSIAN%252FJames%252BPatterson%252Band%252BJames%252BO.%252BBorn%252F9780316420389&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BRUSSIAN%252BJames%252BPatterson%252Band%252BJames%252BO.%252BBorn'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780316420389&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BRUSSIAN'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780316420389%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BRUSSIAN%2BJames%2BPatterson%2Band%2BJames%2BO.%2BBorn%26aff%3DNYT'}]",nyt://book/b38e84cd-119c-5e71-af9c-fd4a44dab19b,2021-02-20,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-03-07,WEEKLY
218,9,2,2,0,0,1250272742,9781250272744,St. Martin's,The 52nd book of the In Death series. Eve Dallas investigates the murder of a young sculptor in the West Village.,0.00,FAITHLESS IN DEATH,J.D. Robb,by J.D. Robb,,https://storage.googleapis.com/du-prd/books/images/9781250272751.jpg,329,500,https://www.amazon.com/dp/1250272742?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1250272742', 'isbn13': '9781250272744'}, {'isbn10': '1250272750', 'isbn13': '9781250272751'}, {'isbn10': '125078784X', 'isbn13': '9781250787842'}, {'isbn10': '1250787858', 'isbn13': '9781250787859'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250272742?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=FAITHLESS+IN+DEATH&author=J.D.+Robb'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250272744'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FFAITHLESS%252BIN%252BDEATH%252FJ.D.%252BRobb%252F9781250272744&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DFAITHLESS%252BIN%252BDEATH%252BJ.D.%252BRobb'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250272744&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DFAITHLESS%2BIN%2BDEATH'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250272744%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DFAITHLESS%2BIN%2BDEATH%2BJ.D.%2BRobb%26aff%3DNYT'}]",nyt://book/9648e512-f89f-5d85-b16c-dd3a474f3260,2021-02-20,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-03-07,WEEKLY
219,10,0,1,0,0,0062853465,9780062853462,Morrow,The 19th book in the Joanna Brady Mysteries series. The Cochise County Sheriff's daughter becomes involved in a missing persons case.,0.00,MISSING AND ENDANGERED,J.A. Jance,by J.A. Jance,,https://storage.googleapis.com/du-prd/books/images/9780062853462.jpg,333,500,https://www.amazon.com/dp/0062853465?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0062853465', 'isbn13': '9780062853462'}, {'isbn10': '0062853481', 'isbn13': '9780062853486'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0062853465?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=MISSING+AND+ENDANGERED&author=J.A.+Jance'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062853462'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FMISSING%252BAND%252BENDANGERED%252FJ.A.%252BJance%252F9780062853462&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DMISSING%252BAND%252BENDANGERED%252BJ.A.%252BJance'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780062853462&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DMISSING%2BAND%2BENDANGERED'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780062853462%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DMISSING%2BAND%2BENDANGERED%2BJ.A.%2BJance%26aff%3DNYT'}]",nyt://book/07f3bd29-a1f3-5bd6-95df-ef6235b45b9b,2021-02-20,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-03-07,WEEKLY
220,11,0,1,0,0,0593098951,9780593098950,Berkley,The 10th book in the Gray Man series. Assassins go after Court Gentry as he attempts to bring back an American agent who went missing.,0.00,RELENTLESS,Mark Greaney,by Mark Greaney,,https://storage.googleapis.com/du-prd/books/images/9780593098950.jpg,332,500,https://www.amazon.com/dp/0593098951?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0593098951', 'isbn13': '9780593098950'}, {'isbn10': '059309896X', 'isbn13': '9780593098967'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593098951?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=RELENTLESS&author=Mark+Greaney'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593098950'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FRELENTLESS%252FMark%252BGreaney%252F9780593098950&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DRELENTLESS%252BMark%252BGreaney'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780593098950&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DRELENTLESS'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780593098950%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DRELENTLESS%2BMark%2BGreaney%26aff%3DNYT'}]",nyt://book/2a795699-a13e-54a2-ba9f-cba4c5dd3219,2021-02-20,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-03-07,WEEKLY
221,12,10,23,0,0,1501160834,9781501160837,Atria,A failed bank robber holds a group of strangers hostage at an apartment open house.,0.00,ANXIOUS PEOPLE,Fredrik Backman,by Fredrik Backman,,https://storage.googleapis.com/du-prd/books/images/9781501160837.jpg,332,500,https://www.amazon.com/dp/1501160834?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1501160834', 'isbn13': '9781501160837'}, {'isbn10': '198216963X', 'isbn13': '9781982169633'}, {'isbn10': '1501160850', 'isbn13': '9781501160851'}, {'isbn10': '1432879715', 'isbn13': '9781432879716'}, {'isbn10': '1797105825', 'isbn13': '9781797105826'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1501160834?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=ANXIOUS+PEOPLE&author=Fredrik+Backman'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781501160837'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FANXIOUS%252BPEOPLE%252FFredrik%252BBackman%252F9781501160837&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DANXIOUS%252BPEOPLE%252BFredrik%252BBackman'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781501160837&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DANXIOUS%2BPEOPLE'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781501160837%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DANXIOUS%2BPEOPLE%2BFredrik%2BBackman%26aff%3DNYT'}]",nyt://book/3981eb6a-8937-5dcb-848b-a3904bf779a2,2021-02-20,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-03-07,WEEKLY
222,13,9,2,0,0,1982134194,9781982134198,Atria,A teenager in Montana discovers that her elderly neighbor worked decades earlier at the American Library in Paris and was part of the Resistance.,0.00,THE PARIS LIBRARY,Janet Skeslien Charles,by Janet Skeslien Charles,,https://storage.googleapis.com/du-prd/books/images/9781982134198.jpg,331,500,https://www.amazon.com/dp/1982134194?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1982134194', 'isbn13': '9781982134198'}, {'isbn10': '1982134216', 'isbn13': '9781982134211'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1982134194?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+PARIS+LIBRARY&author=Janet+Skeslien+Charles'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781982134198'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BPARIS%252BLIBRARY%252FJanet%252BSkeslien%252BCharles%252F9781982134198&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BPARIS%252BLIBRARY%252BJanet%252BSkeslien%252BCharles'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781982134198&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BPARIS%2BLIBRARY'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781982134198%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BPARIS%2BLIBRARY%2BJanet%2BSkeslien%2BCharles%26aff%3DNYT'}]",nyt://book/219f8a0e-76f1-5ba0-b7ec-518395b7987b,2021-02-20,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-03-07,WEEKLY
223,14,12,21,0,0,1538728575,9781538728574,Grand Central,A doctor serving in the Navy in Afghanistan goes back to North Carolina where two women change his life.,0.00,THE RETURN,Nicholas Sparks,by Nicholas Sparks,,https://storage.googleapis.com/du-prd/books/images/9781538728574.jpg,329,500,https://www.amazon.com/dp/1538728575?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1538728575', 'isbn13': '9781538728574'}, {'isbn10': '1538718979', 'isbn13': '9781538718971'}, {'isbn10': '1478992670', 'isbn13': '9781478992677'}, {'isbn10': '1549102214', 'isbn13': '9781549102219'}, {'isbn10': '1549106570', 'isbn13': '9781549106576'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1538728575?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+RETURN&author=Nicholas+Sparks'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781538728574'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BRETURN%252FNicholas%252BSparks%252F9781538728574&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BRETURN%252BNicholas%252BSparks'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781538728574&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BRETURN'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781538728574%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BRETURN%2BNicholas%2BSparks%26aff%3DNYT'}]",nyt://book/b9bf792c-a853-54ce-8f33-7117f51be365,2021-02-20,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-03-07,WEEKLY
224,15,11,19,0,0,0385545967,9780385545969,Doubleday,"The third book in the Jake Brigance series. A 16-year-old is accused of killing a deputy in Clanton, Miss., in 1990.",0.00,A TIME FOR MERCY,John Grisham,by John Grisham,,https://storage.googleapis.com/du-prd/books/images/9780385545969.jpg,329,500,https://www.amazon.com/dp/0385545967?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0385545967', 'isbn13': '9780385545969'}, {'isbn10': '0385545975', 'isbn13': '9780385545976'}, {'isbn10': '0593168542', 'isbn13': '9780593168547'}, {'isbn10': '0593168577', 'isbn13': '9780593168578'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0385545967?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=A+TIME+FOR+MERCY&author=John+Grisham'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385545969'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FA%252BTIME%252BFOR%252BMERCY%252FJohn%252BGrisham%252F9780385545969&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DA%252BTIME%252BFOR%252BMERCY%252BJohn%252BGrisham'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780385545969&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DA%2BTIME%2BFOR%2BMERCY'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780385545969%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DA%2BTIME%2BFOR%2BMERCY%2BJohn%2BGrisham%26aff%3DNYT'}]",nyt://book/33a48cf6-d7f3-5113-aa1e-6adcbb3853c3,2021-02-20,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-03-07,WEEKLY
225,1,1,2,0,0,1250178606,9781250178602,St. Martin's,"As dust storms roll during the Great Depression, Elsa must choose between saving the family and farm or heading West.",0.00,THE FOUR WINDS,Kristin Hannah,by Kristin Hannah,,https://storage.googleapis.com/du-prd/books/images/9781250178602.jpg,329,500,https://www.amazon.com/dp/1250178606?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1250178606', 'isbn13': '9781250178602'}, {'isbn10': '1250178622', 'isbn13': '9781250178626'}, {'isbn10': '1250317258', 'isbn13': '9781250317254'}, {'isbn10': '1643588230', 'isbn13': '9781643588230'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250178606?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+FOUR+WINDS&author=Kristin+Hannah'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250178602'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BFOUR%252BWINDS%252FKristin%252BHannah%252F9781250178602&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BFOUR%252BWINDS%252BKristin%252BHannah'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250178602&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BFOUR%2BWINDS'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250178602%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BFOUR%2BWINDS%2BKristin%2BHannah%26aff%3DNYT'}]",nyt://book/c34834c6-f957-5b0b-8fd7-abd9c35eebed,2021-02-13,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-02-28,WEEKLY
226,2,0,1,0,0,1250272742,9781250272744,St. Martin's,The 52nd book of the In Death series. Eve Dallas investigates the murder of a young sculptor in the West Village.,0.00,FAITHLESS IN DEATH,J.D. Robb,by J.D. Robb,,https://storage.googleapis.com/du-prd/books/images/9781250272751.jpg,329,500,https://www.amazon.com/dp/1250272742?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1250272742', 'isbn13': '9781250272744'}, {'isbn10': '1250272750', 'isbn13': '9781250272751'}, {'isbn10': '125078784X', 'isbn13': '9781250787842'}, {'isbn10': '1250787858', 'isbn13': '9781250787859'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250272742?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=FAITHLESS+IN+DEATH&author=J.D.+Robb'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250272744'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FFAITHLESS%252BIN%252BDEATH%252FJ.D.%252BRobb%252F9781250272744&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DFAITHLESS%252BIN%252BDEATH%252BJ.D.%252BRobb'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250272744&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DFAITHLESS%2BIN%2BDEATH'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250272744%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DFAITHLESS%2BIN%2BDEATH%2BJ.D.%2BRobb%26aff%3DNYT'}]",nyt://book/9648e512-f89f-5d85-b16c-dd3a474f3260,2021-02-13,Hardcover Fiction,Hardcover Fiction,hardcover-fiction,2021-02-28,WEEKLY
